PG11009-0073	志願服務
PC11007-4239	脊神經結紮：脊髓背角：背根神經節：免疫細胞：膠細胞：神經元：kv4鉀離子通道增強劑：微小膠細胞抑制劑
PF11007-4811	個案管理：建制民族誌：新管理主義：新公共管理：健康照護改革
PB11007-7479	低碳鋼：鉻添加：高溫氧化：熱浸鍍鋁：粉末滲鋁：張應力
PC11007-4259	子癲前症：自然殺手細胞：滋養層細胞：血管附著蛋白-1
PE11007-1923	健康權：原住民族：生命史：公費醫師制度
PC11007-4103	雙離子共聚物：丁基膠塞：微米氟化覆膜：奈米覆膜技術：蛋白質：抗體藥保存：抗體藥輸注
PC11007-4105	乳癌：雌激素接受體：maf1：轉移rna
PF11007-4665	起訴裁量權：早期支援：緩起訴：弱勢犯罪者：高齡犯罪者
PB11007-7327	軍用衛星：商用衛星：全球定位系統：頻率選擇表面：十字：卍字：圓極化：右手圓極化：左手圓極化：線性極化：地面站：水下無人載具：轉換器：增益放大：波束成型與切換：相位補償：雙極化天線：背向輻射：前後比
PF11007-4667	校務評鑑：新冠肺炎：數據治理：深度神經網絡
PF11007-4854	工程教育：跨領域工程教育：跨領域學習：跨科際學習：專題導向學習：垂直整合專題學程：π型專題導向學習：自我調整學習理論
PB11007-7561	擬鹵素：有機無機混成鈣鈦礦 太陽能電池  穩定性
PB11007-7562	動態離心電紡絲技術：奈米碳纖維：針狀鎳觸媒：非酵素型電流式感測器：電流式氣相感測器
PF11007-4881	設計思考：跨領域創造力教學：協同行動研究：團隊創造力：設計思考能力
PB11007-7570	文化與生態：新型冠狀病毒：深度旅遊：永續性
PB11007-7572	船舶光纖照明：遠端雷射光源：光纖耦合透鏡：光色調控技術
PB11007-7598	後殖民情狀：建築：城市主義：當代亞洲：建築理論：敘事分析：可持續方法論
PE11007-2004	女性論述：台韓女性雜誌：反共政策：冷戰時期：資本主義現代化：美國文化
PB11007-7599	土壤液化：成礦作用
PC11007-4278	高血壓：類神經網路：全基因體定序：基因間交互作用
PC11007-4310	糖尿病：難癒合傷口：山芙蓉：木芙蓉：朱槿：臺灣藥用植物
PF11007-4891	數學素養：素養導向教學：國中數學學習
PC11007-4311	中風：行動健康：行為改變技術：任務導向上肢動作練習
PB11007-7484	電磁阻尼：自適性結構：基礎隔震：半主動控制：近斷層震波：振動台試驗：地震預警：機率式耐震評估法
PB11007-7486	群眾外包：動態情境：微時刻：推薦系統：客制化：動機賦能
PC11007-4361	胃癌：去分化：次世代定序：癌症演化：swi/snf
PF11007-4942	暫時性勞動：永久性勞動：勞動保護政策：新興凱因斯模型：景氣循環
PB11007-7628	社區：社區領袖：社會網絡：ict工具
PB11007-7649	(第一年)心流：後採用：直播：關係發展：社交技術特性(第二年)動機：身份：虛擬社群：社交影響：使用者內容產生
PF11007-4969	正向少年發展模式：處於高風險情境之兒少：寄養兒少：司法少年：兒少充權
PC11007-4351	運動能力：間歇訓練：最大攝氧量：tabata：重量訓練
PD11007-0805	水份利用效率：大氣懸浮微粒：森林生態系：蒸散作用：樹液流探針：渦流相關法
PB11007-7639	現場可程式化閘陣列：時間至數位轉換器：相位排序與選擇：精確元件擺放與繞線控制：全自動化設計與量測
PD11007-0809	生物防治：保育生物防治：造癭昆蟲：入侵節肢動物：台灣：天敵徵集
PF11007-5012	機器學習：演算法：投資組合：正規化：高維度最適化
PF11007-5014	文化創業精神：文化創業家：文化聚落：體制
PC11007-4444	子宮內膜：bhlhe22：單細胞rna測序：表型多樣性：起源細胞：子宮內膜癌：預後意義
PC11007-4443	肌萎縮性側索硬化(als)：端锚聚合酶(tnks)：蛋白酶體抑製劑pi31：蛋白酶體：軸突運輸：adp-核糖基化
PE11007-2063	唐詩翻譯：平行語料庫：翻譯風格：翻譯轉換：翻譯變異
PB11007-7744	鋼筋混凝土：中性化：氯離子：鋼筋腐蝕：多尺寸分析
PB11007-7746	人機協作：工業4.0：數位孿生：彈性組裝系統：智慧製造
PB11007-7747	非線性即時複合實驗：結構非線性數值模型：機器學習：耐震性能評估
PE11007-2044	偏見：歧視：隱性態度：預測編碼假說：社會平等
PA11007-3777	蛋白質磷酸化：egr磷酸酶：乾旱逆境：訊息傳遞：14-3-3蛋白：細胞生物學：蛋白質相互作用：masp1
PF11007-5118	清明之夢：意識：自我：心靈
PF11007-5086	0歲到2歲嬰幼兒照顧政策：公共化托嬰中心：育兒津貼：家庭與工作平衡：準公共化居家托育
PE11007-2078	多語馬來西亞文學：文學語系：華馬文學：馬英文學：馬華文學
PD11007-0829	粒線體親緣基因體：同椿象科：潘氏器：窩卵數：卵重：生活史形質：護幼
PB11007-7801	導孔：螺旋電感：訊號完整度：封裝
PC11007-4483	芳香烴受體：免疫調節：樹突狀細胞：多發性硬化症：自體免疫疾病
PB11007-2583	流固耦合：計算流體力學：輪胎排水：水漂：微機電：應變片
PB11007-2381	建築物能源模式：自然通風：室內熱舒適：建築節能
PB11007-2379	物理氣相沉積：濺鍍：vb金屬氮氧化物：光電觸媒：抗菌
PF11007-1427	功能性核磁共振：大腦皮層功能性核磁共振：反諷的理解：中文相聲：文藝作品
PB11007-2442	sd690高強度鋼筋：疲勞特性：s-n曲線：鋼筋直徑尺寸效應
PF11007-1943	高階主管薪酬：非財務績效指標：所有權：配適：管理複雜度：報償差距
PB11007-3469	深度學習：神經網路：物件追蹤：寄生蟲：顯微鏡鏡檢：微生物：顯微鏡：數位學習：遠距教學
PB11007-3341	低溫常壓電漿(appj)：黑色素瘤：基底細胞癌：活性氮氧物質(rons)：氫氧自由基
PF11007-1875	行銷自動化：內部行銷：外部行銷：工作意義：決策意向
PB11007-3398	短波近紅外led光源：多光譜成像：糖尿病足：高光譜軟性豐度計分器：波段選擇
PF11007-1912	死因別死亡率：lee-carter死亡率模型：計量模型：死亡率推估
PC11007-1701	胰腺癌：亞硫酸鹽定序：rna胞嘧啶甲基化：表觀基因體：表觀轉錄體
PA11007-1431	胚胎發育：表觀遺傳：合子基因體啟動：基因調控：母代合子過渡：核小體佔據：基因網：調控組
PB11007-3340	沼氣：甲烷：石墨烯：碳化矽奈米管：分子動力學：生質炭：吸附
PB11007-3423	防疫設計：人工智慧及物聯網：yolo深度學習：開放式建築資訊模型：動態調控平台
PA11007-1477	范德瓦爾斯材料：二維材料：反鐵磁：電操控
PB11007-3307	食藥用菇類：香杉芝：三萜類：發酵技術：豆渣：二次代謝成分：皮膚保養品開發
PB11007-3309	積層製造：熔積成型：選擇性粉末沉積：二次表面熔融：聚醚醚酮：表面改質：植入物
PC11007-1859	腸病毒d68：代謝體學：磷脂質
PC11007-1864	基底前腦區：非膽鹼性神經元：注意力：酬賞預測誤差：決策：神經廻路：光遺傳學：多通道微電極電生理紀錄：大鼠：小鼠
PF11007-2040	第一年：管理控制：信念系統：同儕導師制：情感性組織承諾：經理人職級：第二年：目標一致性：員工績效：信念系統：同儕導師制：人事控制
PB11007-3932	毫米波雷達：多輸入輸出雷達：人員定位：波束成型：子空間方法：卷積神經網路：遞迴神經網路：超解析度演算法
PC11007-2026	動脈瘤：angiotensin ii：膠原蛋白類型轉換：tem1
PA11007-1701	結構生物：碳水化合物結合蛋白：凝集素：流感病毒：冠狀病毒：抗病毒治療：四醣基序
PB11007-3712	avm系統：視覺盲區偵測：自適應頭燈控制：深度學習：交通環境感知
PB11007-3713	軍艦：船舶美學：感性工學
PB11007-3961	毫米波陣列天線：第五代新電信：共平面波導：波束掃描
PC11007-2049	細胞拓撲：細胞代謝：微管蛋白密碼：氧化還原信號
PA11007-1623	家族性滲出玻璃體視網膜病變：視網膜血管生成：norrin / frizzled-4途徑：rcbtb1：e3泛素連接酶：去泛素酶
PA11007-1624	大強子對撞機：cms實驗：希格斯物理：高粒度探測器
PC11007-1986	人源性腫瘤異種移植：大腸直腸癌：多靶點蛋白激酶抑制劑：實驗性治療
PF11007-2152	轉型正義：歷史社會學：暴力：和平與和解研究：規範理論
PA11007-1748	新型冠狀病毒：共伴藥物：藥物釋放：骨牌式：有機合成
PC11007-2099	質子射程驗證：瞬發光子：金屬標誌物
PA11007-1828	馬尼拉海溝：地體構造：地震監測：海嘯預警：地震減災：南中國海：台灣海峽：震測探勘
PB11007-4260	洪災管理系統：線性河渠演算模式：脈衝反應函數：即時逕流校正
PE11007-0966	耶穌會文學：中西文學關係：中國翻譯史：中國語言史：歐化體中文
PB11007-3649	增強式學習：行動充電車：充電排程：無線感測網路：可充電無線感測網路
PC11007-2272	大腸直腸癌：癌幹性：celecoxib：c-met：磷酸酶
PC11007-2274	map4k4蛋白激酶：il-6+ th17細胞：il-17a細胞激素：胰島素阻抗：非肥胖型第二型糖尿病：基因多型性：空氣汙染：表觀遺傳調控
PE11007-0946	雙語教育：初等教育：內容和語言綜合學習：教師教育：案例研究：臺灣
PB11007-3981	記憶體內運算：重組架構：前瞻非揮發性記憶體：容錯：可靠度：三維記憶體
PC11007-2056	多形性膠質母細胞瘤：科羅索酸：細胞移動：細胞侵襲：axl酪胺酸激酶受體：帝盟多：微生物菌相
PC11007-2217	內質網壓力：adam9：hif-1 alpha：鉑金類藥物抗藥性
PC11007-2077	第m8型瞬態感受器陽離子電壓通道：非酒精性脂肪肝：粥狀動脈硬化：脂質代謝：自噬作用
PC11007-2078	內質網蛋白：硫氧還原蛋白5：動脈粥狀硬化：血管擾流
PF11007-2227	廠商差異化：貿易：生產力：出口產品價格：進口中間財
PF11007-2375	醫學教育：全人醫療：生理心理社會照顧模式：社會工作者
PC11007-2527	智能障礙：自閉症障礙症候群：學習記憶：社交行為：小鼠疾病模式：ampa受體：麩胺酸受體：突觸可塑性：樹突型態：活體影像汲取：神經網路連結：腦波圖
PB11007-4879	手持式醫療器材：壓傷/壓瘡檢測器材：生物光學器材
PB11007-4880	肌少症肥胖：小葉葡萄：運動：老化：老化促進小鼠
PC11007-2430	三尖瓣迴流：心臟超音波：機器深度學習：人工智慧
PB11007-4754	四旋翼：模糊逆向步進控制：高低落差：地面效應：路徑跟隨
PF11007-2690	綠色運輸：網路dea：捷運運輸：環境效率：汙染排放
PE11007-1189	大衛休姆：蘇格蘭啟蒙：市民社會：文雅文化：自然人性：政治經濟學
PF11007-2724	社群媒體：閱聽人：語用觀點：空殼名詞
PF11007-2725	控制函數：技術無效率的決定因素：內生性：隨機邊界模型：內生性檢定
PB11007-4923	流體-結構相互作用：渦動力學：渦流誘發振動：綠能
PC11007-2574	護理：加護病房：譫妄：客觀結構式臨床技能測驗：叢聚隨機對照試驗
PF11007-2838	肌少症：肌少過重：三維人體體型系統：老化相關疾病：醫療耗用
PA11007-2315	星際間介質：雲氣：星際間介質：磁場：偏極化—：恆星：形成：恆星：原恆星
PC11007-2760	癌症：關係自主：臨床試驗：預立醫療決定：決策
PA11007-2167	導算：廣義導算：零化子：質環.
PD11007-0488	精子：附睪蛋白：不孕症：生殖道：繁殖生理
PD11007-0490	黴菌：爬蟲類：流行病學：外來種：保育醫學
PA11007-2334	無人飛行載具：三維探空平台：智慧後勤：空氣污染物：邊界層
PF11007-2855	電化學：微波化學：綠色製程：薄化製程：化學拋光製程：碳化矽：氮化傢：催化：研磨液
PA11007-2374	不穩定波：西方邊界流：海底地形：單向與雙向混合：中尺度渦流
PF11007-2889	潛在變項模型：潛在變項：潛在結構：機率圖形模型：網絡分析：長期追蹤資料
PB11007-5384	5g系統：6g系統：高操作頻段與頻寬：高電子遷移率：電路技術
PB11007-5387	資料鏈結收發機：注入鎖定時脈產生器：鮑率時序回復電路
PF11007-2959	steam教育：擴增實境：高層次思考：專題式學習
PC11007-2791	大腸直腸癌：腸道菌叢：腸道代謝體：液相層析質譜：長片段轉錄組定序：替代性剪接
PC11007-2703	中風：中大腦動脈梗塞：缺血再灌流損傷：瞬態感受器電位陽離子通道：組蛋白脫乙醯基酶
PA11007-2643	驟變氣候事件：上次冰期：鐘乳石：氧碳同位素：低緯度地區
PB11007-5485	布拉格光纖光柵：結構噪音感測器：光纖光柵感測器
PA11007-2543	regularly-varying tail distribution：合成p-value：厚尾：基因資料：弱稀疏訊號
PB11007-5484	雙料共射出成型機：結構發泡製程：高分子回收料：長纖維複合材料：氣體輔助射出成型模具
PF11007-3048	最適租稅：資本課稅：賺錢能力內生性：職業兩極化：常規偏向的技術改變
PB11007-5538	高動態範圍影像：驗證：加密：交換式驗證與加密
PB11007-5580	老化：失智：憂鬱：膠淋巴系統：多元不飽和脂肪酸：微血管病變：β類澱粉蛋白
PC11007-2892	口腔癌前病變：口腔白斑：口腔紅白斑：口腔疣狀增生：葉酸：維他命b12：冷凍治療
PF11007-3062	自動化：創新：工會：異質性廠商
PA11007-2667	珊瑚共棲菌：內生桿菌：二甲基巰基丙酸\二甲基硫醚：硫循環
PA11007-2665	抗癲癇藥物：癲癇迴路：突觸囊泡蛋白：動作電位：鉀離子通道：腦電波節律：叢集式放電：電生理學：癲癇：突觸傳遞：電位控制型離子通道
PB11007-5705	自然語言處理：語料庫：對話：媒體談話：健康傳播：用語學：情態
PA11007-2700	翼足類：海洋浮游性動物：軟體動物：dna 條碼：分類學
PB11007-5720	先進駕駛輔助系統：深度學習：持續學習：邊緣運算
PB11007-5768	固態物料：超臨界二氧化碳：超音波：節能
PF11007-3208	全球氣候變遷：社會性科學議題：科學本質：評估證據的能力
PB11007-5919	核糖核酸定旭分析：第三代定序：序列對圖排比：轉錄體組裝
PE11007-1419	儒學：藝教：六藝之教
PF11007-3385	創新多元化：創新績效：公司績效：多部門企業
PB11007-5843	多頻接收機：混頻器前置：被動式混頻器：寬頻低雜訊放大器：雜訊指數：圖形式接地屏蔽：並-並聯回授
PF11007-3295	神經電刺激：神經介面：電子和離子傳感器電極的平台：軟性多離子傳感器：細胞圖案化：近場電磁場神經效應：腦對腦通訊技術
PB11007-5847	原子層沉積鍍膜：鋰離子電池陰極：層狀氧化物：氧化鋁：氧化鋅：奈米積層板
PB11007-5932	三維地理資訊系統：建模資訊模型：室內拓樸：螺旋型樓梯：斜踏步樓梯
PC11007-3082	代謝體學：腸道菌體學：營養素：青春期早發育：機器學習預測
PB11007-5794	智慧物聯網：邊緣運算：聯邦式學習：隱私安全
PA11007-2748	奈米電子學：原子色中心：量子電腦：人工智慧積體光譜學：基於暫存器的計算
PC11007-3014	老年：骨骼肌：肌少症
PB11007-6386	地震超材料：拉脹超材料：頻率帶隙：等效材料系數
PF11007-3984	反核運動：核能擴張：集體行動：政體局內人：東亞
PB11007-6518	特殊潤濕性：高分子複合材料：奈米碳管：油汙吸附：油水分離：乳化液分離
PC11007-3375	腫瘤免疫微環境：婦癌：卵巢癌：卵巢上皮細胞癌：漿液性上皮細胞癌：透明上皮細胞癌：子宮內膜癌：子宮內膜樣上皮細胞癌：基因體變異
PB11007-6365	長壽命：高效率：全方位友善：有機發光二極體：商化
PF11007-4057	氣候變遷知覺：社群媒體：資料挖掘：行為改變系統：旅遊目的地屬性：氣候變遷態度
PC11007-3601	非小細胞肺癌：扁柏醇：癌幹細胞：pd-1：微脂體
PE11007-1673	控制社會：大數據演算法：後人類：非人類：關係性：解放政治
PB11007-6375	腫瘤微環境：促炎細胞因子：上皮間質轉化：癌症轉移：藥物抗性：肺癌(nsclc)：α-viniferin：ε-viniferin
PC11007-3384	環境豐富化：音樂治療：腦外傷：nogo接受器1：認知：憂鬱：焦慮
PF11007-4240	facebook官方粉絲專頁：中華職棒大聯盟：以差額為基礎之資料包絡分析法：整體要素架構
PC11007-3811	腸道菌叢：偏頭痛：腸胃疾病：抑鈣素基因系胜肽：青少年
PE11007-1764	台語文學：語文改革：社會運動：認同政治：台灣文學史
PE11007-1712	理性：非理性：規範性：妄想：正面幻覺：理由：證據主義：實用主義
PB11007-7828	第五代行動通訊：5g多天線系統：行動通訊天線：隔離度：封包相關係數
PF11007-5095	弱勢學生：留學：家庭社經背景
PF11008-0006	平台：物理實作課程：教案：教具：共享：交易
PB11008-0013	結構健康監測：即時系統：損傷診斷：子空間識別法：地震災害
PC11008-0015	細胞外容積：肌纖維化：核磁共振影像：周邊動脈疾：骨骼肌再生
PF11008-0007	回顧回顧性文獻：回顧性文獻：新冠肺炎：主路徑分析：書目計量分析
PB11008-0040	異質型：視覺感測：監控應用：攝影機佈建：動態調派：監控品質：可視角度：視野：解析度：視線遮蔽：環境感測：穿戴追蹤
PB11008-0113	雲端計算平台：智慧型平台管理介面：高可靠度：容錯轉移：虛擬機器：異質性：多層級系統：故障根本原因偵測：階層分群
PC11008-0019	慢性創傷性腦病變：重複腦創傷：運動復健：微小膠細胞極性作用：cx3cl1/cx3cr1軸：認知缺陷：憂鬱症
PC11008-0020	食道癌：放射與化學治療：治療反應：細胞激素：自噬作用：疾病復發
PC11008-0021	肺癌：代謝：氧化磷酸化：鐵凋亡：幹細胞
PB11008-0021	多天線傳輸技術：空間調變技術：廣義空間調變技術：軟式輸出檢測器：基頻接收機設計
PG11001-0047	太陽光電：模組：設備
PF11008-0002	規範化的刑事犯行概念：同時性原則：著手實行：作為與不作為：行為數：危險前行為：過失犯：原因自由行為：超越承擔過失：中止犯
PD11008-0002	粉蝨：雙股核糖核酸：核酸干擾：微型核糖核酸：害蟲管理
PC11008-0031	嗓音基頻：頻譜分析：聽覺發聲回饋：嗓音共鳴：共鳴主觀評估：頭臉：震動：加速規：聲帶疾病
PF11008-0020	群眾募資：創業教育：概念圖探勘：文字探勘：專案成熟度評量
PB11008-0032	腫瘤微環境：免疫細胞：學習轉移：生成對抗網絡：跨平台標準化：自組織特徵映射：特徵萃取：特徵篩選：細胞反卷積：腫瘤突變負荷
PB11008-0194	非酵素式超高靈敏度葡萄糖偵測器：奈米結構修飾：石墨烯薄膜閘極改質：高速電子遷移率之場效電晶體
PB11008-0195	深度學習：捲積神經網路：生成對抗網路：行人：自走車：工業4.0：智慧製造：自動化：定位：影像辨識：自主移動式機器人：嵌入式運算：叢集
PF11008-0104	教育學傳記研究：幼師專業認同：專業化：敘述訪談法
PB11008-0234	光達：點雲資料分析：深度學習
PC11008-0176	蛋白酶：結構：結晶學：電顯.
PF11008-0116	科技成癮：認知行為自我導向學習系統：個人化：大學生
PB11008-0157	智慧物聯網：類比與混合電路：鎖相迴路：數位控制振盪器：資料時脈回復電路：類比佈局產生器：類比至數位轉換器
PB11008-0158	5g網路：sctp：多路徑：多基地台：資料傳送方式：資料重組：強化式學習
PF11008-0076	武術：國術：民族主義：民族認同
PB11008-0159	生物力學：步態與姿勢：腰椎狹窄：平衡能力：感覺統合：復健訓練
PC11008-0222	全腦三維掃描：磁共振頻譜影像：代謝訊息：脂肪抑制
PC11008-0223	急性骨髓性白血病：酪氨酸激酶抑制劑：抗藥性：fda藥庫
PC11008-0224	憂鬱症：自殺：文字探勘：語音分析
PF11008-0082	系統思考：情境式導向學習：問題解決：科學能力：對科學的態度
PB11008-0168	硬質薄膜：保護層：奈米多層複合材料
PB11008-0223	金屬直接接合：超音波接合：多晶模組：多孔組織：可靠度
PB11008-0224	人機互動：虛擬實境：多感官感知：距離壓縮：虛擬實境動暈症
PC11008-0196	顱內動脈狹窄：顱內動脈支架：高解析血管壁影像：動脈自旋標記磁振造影：非侵入式膠狀淋巴系統影像：智力評估問卷：缺血性神經學症狀
PF11008-0114	意見分歧：價格限制：賣空成本：價格高估
PC11008-0261	血管新生：神經病變性疼痛：神經發炎：微小膠質細胞：星形膠質細胞：鏡像疼痛
PC11008-0262	結核分枝桿菌：巨噬細胞：先天性的免疫力：趨化素：基因調控
PF11008-0148	網路創業教育：網路創業自我效能：網路創業意圖：數位原生代：自我效能理論
PF11008-0149	數學史：和算：論爭：數學教學
PF11008-0150	運動消費行為：消費接觸：消費歷程
PB11008-0347	巴金氏病：穿戴式輔助機器人：坐到站轉換：步態凍結：步行平衡
PC11008-0268	肝癌：肝細胞癌化：致癌機制：肝炎：功能基因組學：免疫亞組肝癌
PF11008-0138	畢業後一般醫學訓練：過勞：恢復力：醫療過失：溝通：客觀結構式臨床技能測驗：模擬訓練
PB11008-0348	資料中心：氣流控制：最優化分析：智能控制：強化學習
PB11008-0349	二維材料：六方氮化硼：分子束磊晶：脈衝雷射鍍膜：凡得瓦磊異質接面：二硫化鉬
PC11008-0248	白色念珠菌：抗藥性：黴菌感染：致病力：蛋白交互結合作用：多型態轉變
PD11008-0009	白蝦：水蚤：幾丁聚醣：膠囊：成長：健康
PB11008-0312	廣義時間刻度：訊號集：zeno 點：持續刺激：弱可偵測性：切換系統：混合系統：matrosov定理：krasovskii-lasalle 定理
PB11008-0313	無線電能傳輸：遠距離：物聯網：波束成型：陣列天線
PF11008-0130	老年失智症照護者：性別：憂鬱症：自我關愛
PB11008-0326	v2x：惡意行為偵測：隱私保護：v2x服務認證：切片式邊緣網路
PB11008-0327	二維材料：二維半導體電晶體：二維半導體記憶體：蕭特基接觸：鐵電材料：神經元突觸
PF11008-0145	行動學習：無所不在學習：探究學習：概念構圖
PB11008-0363	中繼鏈：異質區塊鏈：跨鏈身分鑑別：存取授權：共識機制：跨鏈信賴：隱私風險管理：跨鏈原子交換：跨鏈資料安全：跨鏈交易可互用性
PC11008-0283	亨氏舞蹈症：supt4h抑制劑：結構生物學：系統生物學：人工智慧藥物設計：藥物化學
PC11008-0405	攝護腺癌：細胞侵襲力：腫瘤生長：癌轉移：第二型嵌膜絲胺酸蛋白酶：第二型肝細胞生長因子活化抑制蛋白：抗體基座可結晶區域片段：單株忼體
PB11008-0493	共平面波導：夾心帶線：毫米波介電特性
PF11008-0212	科普讀物：可讀性：閱讀競賽：國際性競賽
PB11008-0526	佛學研究：電子佛典：深度學習：知識擷取：中文分詞：命名實體辨識：實體連結
PD11008-0013	酵母菌：植物生長促進：固氮：溶磷：溶鉀：吲哚乙酸：螯鐵蛋白：抑菌：酵素
PB11008-0499	異質接合：三維積體電路：異質整合：低溫接合
PC11008-0411	大範圍頭蓋骨修復：基因傳遞：crispri：脂肪間葉幹細胞：noggin：bmp-2
PB11008-0533	精實生產：價值流分析：模擬：集櫃生產與運輸：兩階段客戶訂單排程問題
PB11008-0507	區塊鏈：雲端運算：台北市民卡：醫療雲：深度學習：動態編碼：醫學影像分析
PB11008-0508	建築物遮陽板：氣動力實驗：計算流力模擬：耐風性能
PB11008-0509	先進駕駛輔助系統：交通物件辨識/偵測：影像除雨：影像除雪：影像除霧：4k@60 fps：晶片架構設計
PB11008-0510	多項式模糊強健控制：平方和穩定條件：區間二型模糊邏輯：太陽能發電系統
PF11008-0203	學習情緒：動機信念：長期追蹤：學習參與：學習倦怠
PB11008-0480	低溫廢熱：三邊閃蒸循環：渦輪膨脹機：兩相流
PC11008-0389	神經纖維瘤第一型：蟲草素：mpnst細胞：異種移植小鼠：poly(a) tail：p53蛋白：表觀遺傳學
PB11008-0481	廣義線性模型：壓縮感知：統計物理：狀態進化：平行演算法
PF11008-0205	涓滴效應：工作特性：賦權領導：積極工作行為：社會認同：組織認同：主管支持：工作鑲嵌：服務破壞行為：行動學習：自我調節學習：餐旅教育
PB11008-0456	跨語言百科內容自動生成：跨語言階層式 transformer神經網路模型：循環生成對抗網路﹑文章風格轉換：自動改寫
PF11008-0175	資訊科學教育：文化回應教學：視覺化程式設計：虛擬實境：擴增實境
PC11008-0399	骨質疏鬆：骨再生：脂肪幹細胞：骨癒合
PA11008-0091	晶格場論：張量網絡：部份子分部涵數：量子色動力學：合成希格斯
PF11008-0288	人工智慧：文字探勘：休憩永續：德爾菲法：網路分析程序法：親環境行為：人力資源職能
PB11008-0676	機朗肯循環：膨脹器：低溫熱源：混合流體：系統整合
PC11008-0601	阻塞性睡眠呼吸中止症：自噬作用：微小核糖核酸：去氧核醣核酸甲基化
PC11008-0602	單純疱疹病毒第一型：抗藥性病毒：腦炎：疱疹後神經痛：整合素激酶：蛋白激酶b
PB11008-0677	智慧城市：隱私保護：密碼技術：零知識證明：同態加密：具關鍵字搜尋之代理轉加密：晶格密碼學：可撤銷階層身分之加密：屬性加密
PF11008-0272	科學營：水族生物：生態學
PF11008-0273	資通安全：實作演練：科普
PA11008-0128	量子相關性：原子集體運動：手性耦合作用：原子鏈
PB11008-0656	毫米波大規模陣列天線：無線通信系統：第六世代行動通訊技術：第五世代行動通訊技術：無線通道模型：人工智慧：深度學習：類神經網路：強化學習
PF11008-0275	消費者：基因檢測：風險：實驗室：特管辦法：隱私：資訊自主：健康權益：知情同意
PB11008-0633	关键词：啤酒废水厌氧消化：微生物电解：耦合反应堆：优化参数
PF11008-0278	精準運動：科技近用：使用者經驗：性別差異：功能性體適能
PC11008-0585	護理人員：輪班：飲食：睡眠：職場環境
PB11008-0640	磁阻式記憶體：靜態隨機存取記憶體：揮發性記憶體邏輯電路：非揮發性記憶體邏輯電路：感測放大器電路：物理不可複製函数：aes：邏輯加密
PA11008-0124	混合配位基：二級氧化磷基：三級磷基：螫合性氮異環碳烯：同碳雙碳烯：交叉耦合反應：碳-氫鍵活化反應：碳-磷鍵生成反應：密度泛函數計算
PF11008-0264	藍色經濟：海洋環境：地球政治：抽砂：綠能
PF11008-0282	站上巨人的肩膀：偏鄉科普教育推廣：科學家傳記閱讀：科學家傳記導讀：科普益智問答：閱讀心得寫作：科學家故事短講比賽：科學聽說讀寫能力訓練：科學實驗與實作訓練：博物館深度導覽
PF11008-0284	翻轉教室：協作式翻轉課程：大學科學教師：科技學科教學知識
PB11008-0577	散射體學：肝臟脂肪浸潤：孩童脂肪肝：超音波逆散射分析：機器學習：深度學習
PB11008-0578	yb:yag：雷射：晶體：碟片：量子通訊：雷射加工
PA11008-0114	山崩：安全係數：地震：地形：首都圈
PB11008-0579	inp量子點：半高寬：色域：熱淬滅：奇異尺寸團簇
PB11008-0719	資料探勘：可篩除項目集：蛻變測試：蛻變關係
PC11008-0624	慢性肺阻塞性肺病：細漿細胞樣樹突細胞：胞程式死亡 1：細胞程式死亡配體1
PC11008-0625	全身性紅斑狼瘡：共生菌：核醣體蛋白：自體免疫抗體：狼瘡腎炎：b細胞治療：生物製劑
PB11008-0721	低酒精啤酒：非釀酒酵母菌：克魯弗畢赤酵母：品質指標
PB11008-0763	無循環前綴正交頻分複用調變：互補碼分碼多工：多層正交調變：後5g通訊技術
PB11008-0764	石英諧振器：蘭姆波：交指叉電極
PB11008-0775	關鍵基礎設施：監控和資料擷取系統：群體金鑰分配協定：動態金鑰更新機制：確認技術：密碼學
PF11008-0338	教師決策：認知負荷：多工：虛擬實境：師培教育：評量與診斷
PB11008-0812	雙隨機相位擷取：全相位電腦生成全像圖：角度多工：傾斜式菲涅爾轉換：影像重建：光資訊安全
PB11008-0813	智慧駕駛系統：風險評估：環境理解：駕駛者行為決策建模：因果推理：風險評估系統的測試
PC11008-0692	光生物調節作用：複合組織異體移植：免疫耐受性
PC11007-4035	生物標誌：鉤端螺旋體：x-光繞射晶體學
PA11007-3542	熱方程：半線性熱方程：分類：快擴散方程：爆炸解：各種特性：漸近性行為
PB11007-7179	快閃記憶體：內建自我修復：可靠度：良率：測試
PE11007-1840	宗教研究：電子出版：學術期刊網站：數位人文：tei：jats
PF11007-4461	後疫情時代：線上進行互動實驗：重複實驗：最小唯一者勝賽局：公共財賽局：願付價格：線上眼動實驗：課堂實驗：拍賣賽局：語言賽局
PF11007-4509	集合競價：連續競價：資訊不對稱：臺灣股市：散戶：機構投資人
PB11007-7150	隔離型直流轉換器：拓撲轉換：相移調變：非對稱脈波寬度調變：零電壓切換導通
PB11007-7151	精密量測：非接觸式：電波反射技術
PE11007-1828	里伏：錯信：真誠：謊言：自我認識：馬里伏式風格
PF11007-4445	陽剛氣質：性別：企業家：原住民：同志
PC11007-3947	腦血流：頸動脈超音波：腦血管攝影：血液動力學：機器學習
PB11007-7066	多胜肽：內源性刺激：腫瘤基質增生：程序性：藥物傳遞
PA11007-3576	臺灣海峽大海嘯：歷史文獻資料：震度分布圖
