PG10605-0085	嗅覺：嗅覺皮質：梨狀皮質：前額皮質：杏仁核皮質：神經元路徑追蹤：輸出神經元圖譜
PB10501-2418	永磁複合材料：仿生式微機電能量擷取器：異質晶片整合技術：微型喇叭陣列：陽極氧化鋁/鈷鎳錳磷磁性奈米複合材料：μh級電感：奈米磁性材料
PC10501-1633	人工膝關節：人工髖關節：生活品質：關節功能：身體活動
PA10501-1616	向量關連性：漫遊機制
PB10501-4015	球面機構：球面機構：半解耦：神經内視鏡：觸覺裝置
PB10501-3649	雙親性嵌段共聚物合成：蒸汽誘導相分離薄膜：膜成形機制：抗生物結垢：水處理
PE10501-0635	部分整體學：部分整體拓撲學：模型論：有限模型：無限模型
PC10501-2402	b型肝炎：b型肝炎基因型：肝硬化：肝細胞癌
PF10501-1813	教學與研究競合關係：學校管理：教學專業：比較研究：高等 教育
PF10501-1907	家族主義/泛家族主義：隱喻與刺激類化：組織家庭化：組織家庭化氣氛：家長式領導
PC10501-2159	癌轉移：癌幹細胞：肺癌：α-catulin：klf5
PB10501-3586	精實生產：三級品管：同步工程：文件審查：品質查驗：電腦模擬
PB10501-3509	gps：衛星導航：欺騙干擾：偵測及抑制：強健估測：huber m-估測：容積(cubature)卡爾曼濾波器：粒子濾波器：擷取：循序機率比檢定：最大似然法則
PC10501-1663	細胞素：發炎：多元不飽和脂肪酸：g 蛋白質受體：胎盤：早產
PB10501-2373	功率轉換器：矽基板氮化鎵：鋁氮化銦：特高頻/超高頻：高電子遷移率電晶體：異質整合
PF10501-1726	定期壽險：終身壽險：認知能力：風險趨避：歐洲
PF10501-1803	兩岸關係：民意：民意調查：總統選舉：二手資料分析
PB10501-2622	微流體分餾裝置：微流體紙基辯色檢測系統：二氧化硫：甲醛：酸類防腐劑
PC10501-1933	布魯蓋達症候群：拷貝數變異：微陣列：次世代定序技術：生物資訊
PG10502-0045	機能性配料：新穎性加工技術
PG10501-0756	醫療器材：上市後安全監視：安全評估：健康資料庫
PG10501-0755	纖維：機能性纖維：醫護纖維
PB10506-0114	高性能：壓鑄鋁合金：成分微調：鑄造溫度：熱處理：品質指數
PB10506-0042	偏光片：裁切計畫：組合刀模：利用率：啟發式演算法
PB10506-0023	可撓曲基板：螢磷混合：白光有機發光二極體：多源真空熱蒸鍍法：電致發光特性
PB10506-0027	鍋爐：爐管洩漏：故障診斷：線上監測：聲波：無線傳輸
PB10506-0028	磨耗：表面改質：同步環：摩擦係數
PB10506-0046	參數化設計：人體計測資料：輔具開發：客製化設計
PB10506-0091	熱電晶片：液壓制動系統：水冷循環冷卻：空氣冷卻：通風碟式：煞車液壓油：卡鉗
PG10501-0551	智慧製造：數位工廠：控制器
PG10501-0534	類固醇：荷爾蒙
PG10501-0545	人因工程：穩定性：風阻：跨平台通訊整合單元：滾動阻力：騎乘舒適性
PG10501-0543	苗栗古道：鳴鳳古道：挑鹽古道：虎頭崁古道：休閒產業
PG10510-0044	d型肝炎：體外診斷試劑：d型肝炎病毒：抗d肝病毒抗體
PG10502-0173	動物用藥殘留：硝基呋喃代謝物
PG10504-0086	溫室氣體：溫室氣體減量及管理法：減緩
PG10512-0212	壺腹癌：vall：smad4
PG10504-0090	黏膜吸收：巴金森氏症：噴鼻：多巴胺受體：多巴胺促效劑：中樞神經：鹽酸羅匹尼羅：快速起效
PG10509-0088	丙烯醯胺：業者說明會：確效試驗
PG10507-0134	核能安全公約：同儕審查：放射性物料管理
PG10507-0141	法制：法制盤點：族群：族群發展
PG10502-0070	口腔癌：乳癌：肝癌：肺癌：微型核醣核酸：幹細胞：生物標記：標靶治療
PG10501-0499	癲癇：腦部發育：幹細胞：基因體：次世代定序
PG10508-0003	風濕免疫疾病：中醫：體質
PG10508-0032	淨尖峰能力：再生能源滲透率：情境分析
PG10503-0134	智慧電網：智慧電表系統：智慧電網總體規劃
PG10509-0118	用過燃料管理程式：照射後材料：破壞韌性
PW10503-0396	二維心臟超音波影像：沒食子酸月桂酯：心臟功能
PG10503-0068	水陸兩用船：水下遊憩載具：端板螺槳：電力推進系統：動力分導器
PG10504-0055	生物辨識：指紋：作業管理
PG10503-0030	氣候變遷：節能減碳：溫室氣體減量
PG10504-0150	台日科技交流與合作：台日合作夥伴關係：產業創新
PG10511-0001	館際合作：特殊版本圖書資源：資源分享
PG10512-0036	固態雷射：散熱冷板：熱介面材料：發泡銅
PG10511-0024	人口推計：家戶推計：家庭結構：人口普查
PB10501-3068	内視鏡：機器人：導航：視野：智慧型：變型計算：警示系統
PB10501-2634	熱電轉換：ky 升壓轉換器：隔離式升壓轉換器：最大功率追蹤：led
PB10501-2628	長期演進技術：毫微微蜂巢式基地台：收發機：降頻器：類比數位轉換器：數位類比轉換器：供給電壓調變器
PA10501-1056	星系形成：星球劇增星系：活躍星系核：活躍星系的統一模型
PF10501-2145	跨境勞工：治理體制：國族化：越南：台灣
PF10501-2281	國際公益：公益創業：社會企業：社會資源：社會問題結構
PB10501-3605	具導覽員與人數限制之一般化博物館途程問題：更一般化博物館途程問題：最佳化：人工智慧演算法
PB10501-2199	機械式鎖具：復原設計：創意設計：鎖具發展
PB10501-2696	石墨烯奈米帶：微波輔助合成：超高表面積：多巴胺：掃描穿透 x 光顯微術
PF10501-1553	想像及創新工程思維：實作思維：探究式學習：綠能工程教育
PE10501-0551	闇齋學派：朱子思想：日本朱子學：理氣論：心性論
PB10501-3495	有機記憶體：聚賴胺酸：聚榖胺酸：奈米複合
PC10501-1710	肺癌：癌症幹細胞：治療抗性：mir142-3p
PB10501-2543	二氧化碳：光催化：奈米反應器：碳化矽
PD10501-0254	肉桂酸衍生物：大腸結腸癌：侵入：轉移：黏附力：上皮-間質細胞轉化：血管新生
PF10501-2539	新移民學生：創造力：種族增長觀信念：文化距離：多元文化創造性教學
PA10501-1097	胞嘧啶核苷三磷酸合成酶：cbl：核內再複製：細胞蛇
PA10501-1283	初始值：邊界值：不相容性：長時間穩定性
PA10501-1501	生物巨分子模擬：構形取樣：自由能地形圖：非線性維度縮減：混和蒙地卡羅法
PF10501-1564	創造力：表徵：社群互動：專題導向
PF10501-2505	廣告：腦電波：行銷刺激物：消費者知覺
PB10501-3791	光學薄膜：深紫外光：高功率脈衝磁控濺鍍：濾光片
PB10501-2364	無鉛銲錫：介金屬化合物：晶粒結構：熱循環：電遷移：可靠度
PF10501-2223	商業模式創新：綠色商業模式創新：商業生態系統：動態能力：結構-執行-績效
PB10501-2186	天然災害：複合型災害：應急管理：應急物流：地震：土石流：疏散：避難所：整備：調度：區位選擇：疏散路線：緊急醫療
PG10501-0676	中台灣：服務設計：s.e.e.服務體驗工程
PG10504-0006	知識密集服務業：群聚推動：創新服務：科技應用：資源整合
PG10501-0808	建築節能設計法規：動態envload法：複合化建築
PG10504-0041	近岸海象數值模擬及預警系統：波浪模式：水動力模式：暴潮推算：湧浪分析
PC10506-0003	b 型肝炎病毒帶原：腸道菌群：先天性免疫：先天性或後天性免疫：高壓注射
PB10506-0020	健身器材：健康產品：運動理論：人因設計：產品設計
PB10506-0111	銅鋅錫硒：太陽能電池：次波長結構
PB10506-0127	物聯網：樂齡族物聯網：介面：使用者為中心的設計：人物誌：goms
PB10506-0010	振動應力消除：殘餘應力：模擬與實驗：大型焊接工件
PB10506-0045	食品安全：決策實驗室分析法：網路分析法：vikor排序法：焦點團體
PB10506-0015	銅鐘：聲音品質：驗證與認證：有限元素分析：實驗模態分析
PB10506-0119	觸控龍頭：通用設計：使用行為：廚房空間：開發與評估
PF10506-0004	3d金屬粉末列印：教學教具：教材製作：教學評估
PB10506-0013	乾式渦卷真空泵：可變半徑圓漸開線：容積比：抽氣速率：終極壓力
PG10502-0077	老人：物理治療：平衡：動作控制：骨質疏鬆
PG10504-0008	多都卜勒雷達風場合成：熱動力反演
PG10506-0198	附加價值：生命週期評估
PG10509-0070	物流：存貨模式：供應鏈管理：運籌服務：全球運籌中心：供應商管理庫存：電子商務
PG10501-0562	智財戰略綱領：智慧財產：專利：專利訴訟
PG10501-0767	腦腸軸：發炎性腸道疾病：潰瘍性結腸炎：克隆氏症
PG10503-0035	基因：老人：思覺失調症：認知障礙：載脂蛋白e
PG10511-0004	診斷與訪談：職能領域：組織管理：效能提升
PW10503-0360	znf90：卵巢癌：imp1
PW10503-0361	癌症：惡病質
PG10512-0042	數位化牙科：補綴：臨床訓練
PG10505-0181	資料建檔：地層下陷：量測
PG10505-0205	通傳產業：通傳統計
PG10501-0547	eb 病毒：蛋白質激酶：鼻咽癌：泛素化
PF10501-1346	代理人基模型：動態隨機一般均衡模型：分散式交易過程：非瓦拉斯價格調整過程：瓦拉斯動態：總體經濟實驗：模組化經濟
PF10501-2385	活躍老化：晚年福祉
PB10501-4053	微生物燃料電池：有機廢水：光觸媒：流場最佳化設計
PB10501-4194	低成本：高效率：高能電漿：薄膜：太陽能電池：銅銦鎵硒：銅鋅錫硫：奈米結構：奈米銀 電極
PF10501-2378	老化：心理強度年期階段傳記式敘事認
PB10501-2675	環境微生物：硝基芳香族化合物：細胞毒性：環境毒理：微生物整治與復育
PD10501-0295	離層酸：鋅指蛋白質：氣孔：蒸散作用：耐熱性
PC10501-1395	kappa受體致效劑：納布芬：代謝機轉：基因多型性
PC10501-1759	delta-like 4/notch訊號路徑：糖尿病：內皮先驅細胞：高血糖：中藥紅麴
PB10501-2901	廢塑膠：再利用：氣體分離：混合基材薄膜：聚苯乙烯
PF10501-2367	具影響力分析師：分析師預測：跨國併購：新領導人接任：盈餘宣告：優勢資訊交易機率：公司治理：盈餘預測偏誤：盈餘預測準確性
PC10501-2460	抗精神分裂藥物：nmda：d-胺基酸氧化酶：老藥新用：計算藥物設計：構效模型
PC10501-1750	丹參酮iia：丹參酚酸b：奈米化劑型：肺癌：多標靶治療
PF10501-2471	即時互動：溝通：人際關係：風險態度：協調賽局：功能性腦造影雙機實驗
PF10501-1599	高功能自閉症兒童：語音類別知覺：詞彙學習：向度轉換彈性：情緒語調：腦區活化類型：事件關連電位
PB10501-4249	可回復資訊隱藏：直方圖位移技術：線性預測：區塊截短碼：單一位元圖區塊截短碼：彩色影像量化技術：調色盤：索引壓縮
PB10501-2224	節能運動控制：實數型基因演算法：粒子群最佳化演算法：pic 晶片：研究產業化
PB10501-2230	矽通孔：3d ic：3d cmos影像處理模組：3d系統級構裝：內埋矽中介層積層載板：散熱效能：可靠度：介金屬：掉落衝擊測試：熱循環測試：材料等效技術：次模型為本有限單元分析技術：反應曲面法：紅外線熱像儀：熱瞬態測試儀：太曼格林干涉儀構：接觸式表面輪廓儀
PF10501-2472	社會互動：溝通歷程：愛情/親情購買決策：功能性磁振造影：多元像素型態分析：參數式fmri 資料分析：雙mri 互聯
PB10501-3922	光電化學水分解：載子傳輸動力學：奈米異質結構
PC10501-1297	頭頸癌：體細胞突變：表觀基因體：危險因子：轉錄基因體：嚼檳榔
PB10501-2924	綜合程序速率分析：揚塵推估模式：細懸浮微粒：空氣品質模擬
PD10501-0270	肝臟 x受器：crispr-cas9基因剔除系統：肝內膽道癌：四環素調控系統
PC10501-1475	粒線體：drp1：pgc1α：腎纖維化
PF10501-2004	生理資訊感測技術：擴增實境：布魯姆分類學：創造力
PC10501-1590	甘氨酸受體：神經痛：背根神經節：脊髓
PF10501-1332	科教實作研究：學者社群建立：研究成果商品化
PF10501-1453	創造力：商業創新：商業模式：量表
PF10501-2555	自然法：神學的自然法：薩拉曼迦學派：國際公法
PB10501-2692	固態電解質分隔膜：鹼性燃料電池：奈米複合薄膜：結構-性質相關分析
PC10501-1826	低強度脈衝式超音波：神經滋養因子：神經保護：神經退化
PB10501-4038	溫室效應：再生能源：節約能源：智慧電網：節能調壓：三相平衡
PB10501-2928	聲波反射鼻量計：鼻腔暢通性：次級有機氣膠：超細微粒：芳香劑與清潔劑
PC10501-1489	arid3b：癌症幹細胞：頭頸癌：組蛋白甲基化
PC10501-1927	eb 病毒：dna 複製：單股dna 結合蛋白：細胞內物質運輸：外泌小體
PC10501-1624	心律失常性右心室心肌病變：心房顫動：缺血性心肌病變：定位：離子流
PB10501-2519	水下載具：慣性感測器：主動式轉向頭燈：led：壓電致動器
PB10501-2685	過渡金屬硫化物奈米結構：脈衝-反轉沉積：超級電容器
PB10501-2852	虛擬社群：關係：服務體驗：共創：虛擬社群意識：信任：持續使用意願
PG10501-0669	產業技術：智網：知識服務
PW10503-0357	過敏疾病：塵蟎過敏原：去顆粒現象：e型免疫球蛋白：嗜鹼性球
PG10504-0003	休閒與運動：跨業合作：創新服務：智慧支付：商業驗證：標竿擴散：區域活化
PG10505-0247	高光譜成像：組織影像
PG10504-0043	國立臺灣博物館：觀眾研究：意見調查
PG10504-0049	十三五規劃：中國大陸：東南亞經貿：數位經濟：創客經濟：電子商務
PG10504-0201	彩繪：塗料：疏油
PG10505-0012	閩西：客家話：汀州片：混合方言：語言接觸：斯瓦迪士核心詞
PG10504-0146	x光電腦斷層掃瞄影像檢測：閃爍體：互補金屬氧化物半導體影像感測器：三維影像重組
PA10506-0006	海膽：玉柱蟲：脊索動物：脊索：背神經管：五輻對稱
PB10506-0116	多級孔：奈米銀：二氧化矽：化粧品：防腐劑
PB10506-0011	氮氧化物：選擇性觸媒還原：氧化錳：氧化鈰：氧化鈦
PB10506-0059	奈米纖維：電紡技術：滾動履帶式收集器設計：奈米纖維薄膜層析技術：多功能性奈米纖維薄膜：蛋白質純化
PB10506-0106	強力刮齒：刀具設計：五軸車銑複合機：nc 程式
PB10506-0117	智慧旅遊：虛實整合：異業結盟：價值共創：點對點：數位出版：跨境電商
PB10506-0078	深紫外材料特性：深紫外光源：吸收型廣波域衰減濾光片：軟板用曝光機
PG10503-0039	燃料填換：安全分析：最終可接受準則
PG10502-0244	東南亞客家：馬來西亞：華人新村：江加埔萊
PG10503-0018	分散式儲能：鋁離子電池：金屬空氣液流二次電池
PG10502-0250	自行車路網示範計畫：綠色交通：自行車島：環島串連路網
PW10503-0386	astemizole：鈣離子：內質網：細胞凋亡
PW10503-0408	雙親撫觸教育介入：早產兒：生理指標：自信
PG10505-0220	雲端服務管理制度：資訊安全管理系統（isms）
PG10506-0156	柴油發電機：太陽能光電系統
PC10501-1764	抗發炎藥物：肺損傷：nadph oxidase：嗜中性白血球
PC10501-2229	肺炎旁肋膜積液：蛋白質體學：免疫調節因子：生物標誌
PC10501-1651	女性：癌症：生殖保護：決策：不孕：身心因素：風險認知
PB10501-4093	計算流體力學：vsc-17：二維分析模式：核一乾貯：核二乾貯
PB10501-3815	低維度材料：拓樸絕緣體：層狀過渡金屬硫屬化合物：磊晶單層石墨稀：異質結構：原型元件：微奈米級元件：尖端晶體材料聯合實驗室：成大磊晶中心：成功大學微奈米中心
PC10501-1866	電腦斷層：組織物理參數：輻射作用係數
PF10501-1400	初婚夫妻：擇偶過程：婚配模式：婚姻調適：文化規範
PE10501-0553	漢武帝：鹽鐵議：石渠閣會議：公羊學：穀梁學
PB10501-3637	超親水：防霧：塗膜：奈米二氧化矽：壓克力聚酯
PC10501-2344	stat3：shp-1：磷酸酶：三陰性乳癌：sorafenib衍生物
PA10501-0953	金屬有機骨架：配位聚合物：動力結構轉換：氫鍵：pi-pi 作用力：孔洞性
PB10501-2183	文獻探索：生醫文獻探勘：文件探勘：監督式學習：本體論：健康資訊
PD10501-0213	物種分布模擬：台灣水青岡：取樣不確定性：空間可移轉性：氣候變遷影響
PB10501-3179	光激子：量子點：微柱型共振腔：電子束微影術：分子束磊晶
PF10501-2506	資訊不對稱：賣空：造市者：流動性不足貼水.
PB10501-3829	知識導向都市發展：基準建構：比較分析：城市轉型
PA10501-1258	電荷移轉：晶體形貌演繹：晶面相關性質：奈米粒子：超級晶體
PF10501-2189	創業：資源拼貼：正當性：個案研究
PC10501-1549	嗜中性白血球：先天免疫防禦系統：兒童泌尿道感染：急性大葉性腎炎：急性腎盂腎炎：腎臟結痂：反覆泌尿道感染：單一核苷酸多型性：基因功能性表現
PF10501-2230	集團企業：新興市場：策略：績效：跨層次觀點
PC10501-2294	胎盤間質幹細胞：血管新生：細胞移行：巨噬細胞：滋養層細胞
PE10501-0662	漢藏語系：藏語群：共時與歷史比較：方言學
PC10501-1990	紅斑性狼瘡：身體活動：運動：運動裝置：生活品質
PA10501-1060	單胞藻：一氧化氮：抗氧化酵素：抗氧化物：自我吞噬：ca訊息
PA10501-0961	蛋白質與金屬間交互作用：金屬硫蛋白：金屬離子：zn平衡態：蛋白質與核酸間交互作用：磷酸鹽
PE10501-0539	腳踏車：晚期維多利亞小說
PB10501-2608	串聯系統：置換策略：維修策略：產品保固：壽期：租賃
PB10501-2663	適地性服務：最佳化：及時化：模糊時間地理學：模糊平行處理：模糊整數非線性規劃：模糊分類法：模糊平行機台排程
PC10501-2091	過敏性紫斑症：補體系統：2醣蛋白i：iga單株抗體
PC10501-2493	學門業務推動：學門業務規劃
PC10501-1793	化學治療：神經病變：神經痛：表觀遺傳學：基因表達
PB10501-4072	低碳島：降壓運轉：節能減碳：減少電力損失
PF10501-1311	國家：主權：人民：社會契約：歷史主義
PA10501-1563	二區葉綠體：葉綠體：單質體：光合作用：譜系：卷柏：矽晶體：分類
PC10501-1369	硫代二苯胺衍生物：設定性凋亡：自噬：口腔癌細胞
PD10501-0299	磺胺類抗生素：污泥：底泥：去除：微生物菌群
PB10501-4130	災害防救：災害管理資訊：平台營運：巨量資料：模式界接與運算：圖資展示
PB10501-2962	幾丁聚醣：酸鹼應答：細胞篩選：微流道裝置
PB10501-2609	旅程規畫問題：團隊定向問題：時間窗：多重網路
PB10501-2420	低密度位元查核迴旋碼：非均等錯誤保護：級數分布：碼集效能分析：有限碼長查核矩陣構造。
PB10501-2870	約略集合：容差關係：多準則決策：優勢關係：妥協排序法：灰色理論：分類系統：模糊積分：模糊測度：柔性計算
PF10501-2261	工作設計：工作雕琢：領隊：概念化：量表發展
PD10501-0258	日本腦炎病毒：套膜蛋白：基因型
PB10501-3701	轉錄因子：腫瘤壞死因子：生物迴路：負向回饋：微尺度表面增益拉曼光譜系統
PA10501-1255	wittig 反應：phosphorus ylide：兩性離子（ zwitterion ）：化學選擇性（chemoselectivity）：催化
PF10501-2202	貝氏認識論：組織異質能力績效持續性機運：殊途同歸
PB10501-3221	通道容量：最大概率解碼原則：有限的長度區塊長度：確切平均錯誤率最小值：最佳的編碼設計：二元無記憶性通道：量子通道
PC10501-2301	非小細胞肺癌：蛋白質去磷酸化曱基酯酶：絲氨酸/蘇胺酸磷酸酶：妥復克：尼達尼布
PB10501-2370	系統性創新(systematic innovation)：萃智(triz)：知識庫(knowledge base)：趨勢(trends)：資源(resources)：顛覆分析(subversion analysis)：kt 方法(kt method)
PB10501-2931	河川臭味模式：底泥：流域管理：總量管制：wasp/eutro
PA10501-1098	動作電位：基底核迴路：視丘下核：叢集式放電：大腦皮質：蒼白球：蒼白球-視丘下核路徑：皮質-視丘下核路徑：電生理學：神經調節：神經節律：突觸傳遞：短期突觸可塑性：巴金森氏症
PG10501-0703	通用設計：公共場所：指標規劃
PW10503-0381	尿液生物標記：間質性膀胱炎：膀胱疼痛症候群：膀胱過動症：篩檢：鑑別診斷
PW10503-0382	類風濕性關節炎：非結核分枝桿菌感染：微型核糖核酸
PG10505-0008	銅器：鐵器：埋藏環境：天然類比
PG10506-0108	橋梁檢測：der&u檢測法：abcdn檢測法
PG10504-0108	微型封裝：發光二極體：異質整合
PG10503-0093	漸層色：氧化鋯：人體自然牙：陶瓷牙冠
PW10503-0362	clopidogrel：ppis：心血管疾病風險：交互作用：氫離子幫浦抑制劑
PW10503-0341	肝細胞癌：栓塞治療：預後因子：生物指標
PA10501-0842	化學：圖書中心：中部地區：國科會：中興大學
PA10501-1469	幹細胞：幹細胞niche：hh：notch
PB10501-3804	自然體驗：生命週期：心理社會發展：自然智能
PF10501-1606	多重作業：數位科技：網路成癮：功能性磁振造影
PF10501-2235	腦中風：論日計酬：急性後期照護：醫療費用：醫療成效
PC10501-1371	心血管疾病：職業噪音：前瞻性世代研究：唾液皮質醇
PC10501-1686	纖維肌痛症：腦源神經滋養因子：壓力：神經可塑性：腦磁圖：功能性磁振造影
PB10501-3344	生質柴油：燃燒：非飽和曱酯：機理精簡：負溫度係數
PB10501-3394	高溫型質子交換膜燃料電池：肋條安裝：蛇型流道板：指叉型流道板
PB10501-2645	馬達驅動系統：故障診斷系統：三階層變頻器：故障特徵頻譜：可拓類神經網路：混合型無線感測識別網路
PF10501-1456	倫理敏感度：醫學倫理教育：跨領域教學：縱向整合：成效評估
PB10501-2707	智慧電網：電動車：時間電價：再生能源
PD10501-0286	植物基因轉殖：轉位效率：轉位子：剔除篩選標誌系統
PC10501-2029	肺癌：轉移：basp1
PE10501-0665	歷史語言學：漢語音韻史：比較方法：閩語：吳語：贛語
PB10501-3551	建築投資：合建專案：分期開發：價值與風險：實質選擇權
PB10501-4246	多準則分析：層級分析法：關聯法則：資料探勘：決策支援系統
PE10501-0722	坡地災害潛勢分析：衛星影像判釋：脆弱度分析：地理資訊系統
PF10501-1591	正向心理學：幸福：正向心理介入方案
PF10501-1720	動能利潤：投資人行為偏誤：從眾形成：股票特徵：重大事件：國際股票市場
PC10501-1479	選擇性血清素再吸收抑制劑：胰島素分泌：轉谷氨酰胺酶
PA10501-1204	快震波：粒子加速：磁場重聯：靜電孤立波：電磁離子迴旋波：雙重不連續結構：迴旋共振機制：地震前兆：岩石圈-大氣層-電離層耦合
PE10501-0648	中日淨土教：觀經詮釋：善導：當麻曼陀羅：東南佛教
PC10501-2181	心外膜性心室頻脈：導管電燒治療：冷凝電燒治療：冠狀動脈病變：心包膜脂肪
PE10501-0561	中國：華文：華人：殖民：解構：離散：語音中心論：後殖民：華語語系
PA10501-1249	三芳香胺：感測器：記憶體
PC10501-1318	類風濕性關節炎：微小核醣核酸 223：介白素 23：滑液纖維母細胞：蝕骨細胞：dnmt1：fbxw7：磷酸化 stat4
PA10501-1537	生物多樣性：網絡多樣性：專一性：負密度制約：環境篩選：中性理論：樣本涵蓋率：稀釋/外推
PC10501-1864	運動：sti-1：糖尿病：幹細胞：凋亡
PB10501-4051	鋰電池充電器：電網級儲能：三相功率平衡調節：功率因數修正：零電壓切換
PB10501-3102	二階網路 (binary-state network)：多階流量網路 (multi-state flow network)：多商品多階流量網路 (multi-commodity multi-state flow network)：非循環二階網路 (acyclic network)：path-based 演算法：增徑多階流量網路 (modified multi-state flow network)：多商品多階“虛”流量網路 (multi-
PE10501-0494	美國民族主義：民權運動：種族：性別：離散想像：自由主義
PC10501-2194	糖化終產物（ages)：細胞凋亡：細胞自噬作用：糖尿病：遠紅外線：早幼粒細胞白血病鋅指 蛋白（plzf)
PF10501-1532	武俠：冒險：科學：科普：漫畫
PC10501-2153	葡萄糖胺：胰島素阻抗性：β-cell的功能損傷：停經：卵巢切除：選擇性雌性素受體調節器
PA10501-1200	電活性：聚亞醯胺：金屬奈米粒子：靜電紡絲：硫化氫：氣體感測器
PD10501-0237	石蓮花：甲基乙二醛：非酒精性脂肪肝疾病
PB10501-4073	三維反應容器設備：能源再利用：創新技術：鋰正極材料
PB10501-3309	熱電：碲化鉍：厚膜製程：擴散障礙層：可靠度：封裝：低溫廢熱回收
PB10501-3976	服務供應鏈：顧客服務能力：供應鏈整合：組織結構：服務主導邏輯：紅色供應鏈
PC10501-2061	大腸直腸癌：糞便rna：分子標記：標靶治療
PW10602-0003	重金屬：土壤：預警系統：污染監測：離子交換樹酯：地理資訊系統：灌溉水：修飾電極法
PW10503-0358	肺癌：上皮生長因子受體基因突變：上皮生長因子受體酪胺酸激酶抑制劑 （egfr-tkis）：野生型（wild type）
PG10504-0134	物聯網：裝置聯網：人聯網：萬物聯網：開放介面管理：開發維運技術：人聯網平台服務
PG10506-0128	太陽能：電壓電流量測：在線量測：太陽能模組：太陽能組串
PG10504-0047	號誌控制：汽機車混合車流
PW10503-0321	白藜蘆醇：細胞自噬：p53：sirt1：casein：kinase-2a
PA10501-1192	過渡性金屬硫屬化合物：原子級單層半導體：自旋
PF10501-1503	科學思考：科學課程教材：教師學習
PB10501-3928	微/奈米複合結構支架：微/奈米孔洞支架：腫瘤細胞生長遷移：細胞培養
PB10501-2366	生產計畫：前置時間：清理函式：模擬
PC10501-2393	輕度腦損傷：丘腦皮質節律失調：磁振造影：腦電波：腦震盪症候群
PA10501-1620	氣候變遷：水文系統：地下水：區域差異：水資源策略
PF10501-1585	台灣：客家：宗教信仰：印尼：馬來西亞
PB10501-2863	衝動性購買：網站設計：吸引力：持續使用：廉價航空
PB10501-4107	能源國家型科技計畫：替代能源：生質能：太陽能：儲能
PE10501-0595	麥可‧翁達傑：菩薩凝視的島嶼：創傷：證詞：翻譯：德希達：班雅明
PC10501-2151	過敏性氣喘：第六介白素：歐洲塵螨：呼吸道發炎：樹突細胞
PB10501-3422	水下環境：水下載具：電磁通訊
PC10501-1462	肝癌衍生生長因子：神經性疼痛：神經發炎：慢性縮窄性損傷：促發炎分子：疼痛行為
PB10501-2877	非對稱規格區間：多條生產線：產品允收：製程能力分析
PB10501-3864	混合式流線型生產系統：交期：加工時間：分支界限法：網路可靠度：隨機流量網路
PF10501-1834	3d列印：工業設計：準工程：stem教育
PA10501-1063	電阻式記憶體：仿生電子：物理機制：非揮發式記憶體
PA10501-1167	阿拉伯芥：高溫逆境：耐熱性：mrna 降解
PC10501-2520	屈公熱病：屈公病毒：桿狀病毒：蘇拉明：類病毒顆粒
PF10501-2321	工業4：想像力：創造力：課程評量
PE10501-0495	兒童唱歌聲音發展：兒童歌唱教學：兒童歌唱評量：臺拉立三國音樂教育合作研究
PA10501-1463	肌動蛋白相關蛋白6：原神經蛋白：h2av異體組蛋白：果蠅外感覺器官：notch訊號傳遞鏈
PC10501-2335	早產兒：大腦白質損傷：腦性麻痺：發炎：nf-kb
PE10501-0500	遺產：利害關係人：挪用：集體財：社會想像
PE10501-0578	旅行書寫：地方知識：物類書寫：知識體系：宋代：文人
PB10501-3933	長期照護：生命徵象：機構式照護：電子健康紀錄：語意分析：決策支援
PB10501-2131	一氧化氮：脫硝：光觸媒：燃燒尾氣：太陽光能
PD10501-0216	百合科：系統分類學：臺灣
PE10501-0618	身體歸屬性：經驗歸屬性：自我意識：自我觸碰錯覺
PF10501-2323	創新思維培育：色彩學創新教學：業師協同教學
PB10501-2500	奈米流體技術：電雙層：預濃縮生物晶片：電動力能量轉換
PB10501-2689	帕金森氏症：運動相關皮質：大腦關聯性：輔助運動區：主要運動皮質區
PB10501-3955	模擬移動床：超臨界流體：層析反應器：琥珀酸：酯化反應
PB10501-4075	先進讀表基礎建設：淨零耗能建築：餘電購回：時間電價：不確定情境分析
PB10501-2822	投資組合保險策略：基本面物理力量分析：公司體質檢定：人工智慧：總合財 務指標
PC10501-1620	心臟衰竭：常識模式：自我照顧：心臟衰竭症狀：生活品質
PF10501-1939	閱讀理解評量：閱讀歷程：個別差異
PC10501-1812	整體動作：婴兒期：同時效度：預測效度：發展遲緩：信度
PA10501-1022	高分子電解質：dna 易位：奈米孔洞：尺度定律：離子分布：記憶效應：多價鹽溶液效應：langevin動力學模擬：耗散粒子動力學模擬
PB10501-3710	鋰電池安全：電動車：熱卡計技術：正極材料：熱爆炸模式
PF10501-1828	一九八二年聯合國海洋法公約：轉換論：接納論：海洋政策：海洋環境的保護與保全
PF10501-2517	種族：他種族效應：核心知識：社會夥伴：知覺發展：認知發展
PC10501-1781	幾丁聚醣：增殖能力：前十字韌帶細胞：滑膜細胞：軟骨細胞
PC10501-2466	乳房x光攝影：乳房斷層攝影
PF10501-2372	身心障礙：聯合國身心障礙者權利公約：機會平等：不歧視：融合：社會參與：合理調整：無障礙
PG10502-0113	正子造影：肝功能：聚合乳醣：肝臟移植：鎵-68
PG10502-0111	能源風險：能源安全指標：能源系統模型：跨國cge模型：政策分析
