PG10707-0063	智慧建築：推廣策略
PB10708-1452	視訊監控：行為分析：深度學習：動作森林：特徵擷取：老人照護
PA10708-0839	電漿子：表面電漿子：超穎材料：量子井
PB10708-1437	動力輪：電動輪椅：失效控制：力矩控制：輪椅狀態監測
PB10708-1438	電子紡織：壓阻：溶液製程：石墨烯：高分子
PB10708-1444	(d)n-(a)m 型雙段式共軛高分子：(d)n--(a)m 型三段式共軛高分子：反式高分子太陽能電池
PB10708-1454	鍺場效電晶體：鍺選擇性磊晶：縱向成長：元件3d堆疊
PE10708-0334	近代日本：帝國學知：文明概念：王道論：滿洲國：滿蒙遊記：滿鮮遊記：東亜同文書院：東亞同文會：支那論
PA10708-0840	果蠅：神經：突觸小泡胞吞作用：鈣離子通道：磷酸肌醇4：5二磷酸
PF10708-0812	天生全球化企業：人力資本：社會資本：績效
PB10708-1615	人工智慧：深度學習：生物辨識：人臉辨識：身份認證：性別分類：旋積神經網路：小波轉換：深層旋積神經網路：銳化濾波器層：池化：tensorflow
PB10708-1622	動態路線規劃：機器學習：機關巧思
PB10708-1637	預付貨款：訂單融資：供應鏈融資：斯塔克伯格模型：採購/生產管理
PB10708-1623	行動裝置：處理器整合現場可程式化閘陣列架構：能源效率：記憶體系統設計：相變記憶體：記憶體頻寬：資源配置：資料存取排程
PB10708-1624	封包分類：衝突偵測：值組空間搜尋：圖形處理器：平行計算
PF10708-0825	關係學習：數據分析：國際行銷策略：國際市場知識
PC10708-0889	斑馬魚：苯二氮平：慢性暴露：認知功能障礙
PB10708-1607	攝影機校正：結構光源：rgb-d攝影機：深度攝影機誤差：深度更正
PF10708-0807	防災教育：教材：風險溝通：坡地災害：地區防災力
PA10708-0940	石墨烯：狄拉克錐：五環石墨烯：碲烯：密度泛函：電場：應力
PB10708-1629	資料驅動方法：網路型控制系統：網路型多代理人系統：故障診斷與控制
PB10708-1642	瓦次模型：完美目標集：不可逆動態寡占：轉換集：啟動滲透：圖過程：次指數時間演算法
PE10708-0384	馬華文學：世界化：小文學：賽挪風：文學性
PF10708-0816	美國外交政策：政策傳訊：亞洲再平衡策略：印太策略：美中關係
PB10708-1579	六軸關節型機械手臂：現場可程式邏輯閘陣列：運動學及反運動學：伺服控制器：軟硬體共同設計
PA10708-0922	有限群表現理論：李型有限特殊群：分解矩陣
PB10708-1593	能源轉型：公眾路徑/溝通：公私合夥：小型社區/公民電廠
PB10708-1580	關鍵基礎建設：監控和資料擷取系統：密碼金鑰管理技術：存取控制機制：密碼學
PC10708-0875	尿路上皮細胞癌：抗藥性：腫瘤微環境：腫瘤相關巨噬細胞：tgif
PB10708-1581	多尺度奈米碳材/纖維複合材料積層板：石墨烯微片：多壁奈米碳管：機械性質：真空輔助樹脂轉注成型
PB10708-1582	黃耆提取物：視覺功能：視網膜老化：視網膜光損傷：眼用醫療輔助補充品：視覺營養
PC10708-0862	乾癬：維他命d3衍生物：表皮細胞：屏障完整性：血管內皮細胞：血管新生
PB10708-1572	虛擬同步發電機：動態頻率調節：儲能系統裝置容量規劃：備轉容量：電力系統不確定性：最佳化演算法
PB10708-1596	故障定位系統：三端子混合線徑輸電線路：非同步量測校準：失真量測訊號基頻相量擷取技術
PB10708-1561	軟體定義網路：服務品質：深度學習：監督式學習：半監督式學習
PA10708-0919	fano代數簇：極小模型理論：二次曲線叢
PB10708-3168	球型機器人：水下定位：信標載具：撒哈拉銀蟻：日間輻射冷卻：近零耗能熱管理：水面機器人：仿生超穎材料：表面聲子極化子：雙曲超穎材料：模擬：材料數位資料庫：有限元素法：密度泛函理論：分子動力學模擬：蠶絲蛋白：蛾眼結構：抗反射層：軟質元件：太陽能電池
PB10708-1562	催化性氣化：合成氣：稻殼：沸石：二氧化碳：吸附分離：化學轉化：甲醇：碳奈米線：多層奈米碳管：複合觸媒：生質廢棄物：x光吸收光譜：資源回收再利用
PB10708-1585	肌肉骨骼危害：問卷調查：巨觀人因工程
PB10708-1981	3d列印：聚氨酯（pu）：光固化樹脂：雙極性高分子：人工血管：血液相容性：生物相容性：表面改質技術
PB10708-1982	現場可程式化閘陣列：鎖相迴路：二維游標尺：延遲迴繞：雙倍資料率：超頻：抗pvt變異：時間至數位轉換器：數位至時間轉換器
PB10708-2104	多驅動器內耳式耳機：類神經網路：耳機轉移函數
PF10708-0511	校務治理：偏鄉教育：教育行政
PF10707-0224	李光耀：人民行動黨：美新關係：海外華人
PF10707-0225	無母數統計：投資策略：投資人情緒：資產定價
PB10707-0226	鋼構實驗屋：耐火鋼：真實火災：圓弧切削減弱式接頭：有限元素分析：耐火能力：現地：結構火害實驗
PA10708-0718	羽毛演化：β-角蛋白基因：轉錄因子：轉錄因子結合位點：調控演化
PC10708-0672	指(趾)甲髕骨症候群：轉錄因子：lmx1b：ldb1：rlim
PA10708-0735	細菌：藥物：疫苗：轉醣酶：麥芽糖轉移酶：脂多醣
PA10708-0740	果蠅：h3k4組蛋白單甲基轉移酶：jnk訊息傳遞路徑：notch訊息傳遞路徑：jak/stat訊息傳遞路徑
PF10708-0565	產業群聚：演化：時間：制度：台灣：電子通訊產業：工具機產業：生技醫藥產業：創意產業
PA10708-0730	氫氧同位素：同位素指標：17o-excess：雨水：台灣
PB10708-1155	深度學習：使用者需求：社群經營：語意特徵分析：產品形態設計：重要度滿意度分析：卷積神經網路：虛擬實境技術：智能生活用品
PD10708-0108	新興科技元素：一價鉈：三價鉈：毒理機制：生態危害風險
PA10708-0725	集合：距離標號
PB10708-1148	模組化dc-dc轉換器：相移式脈波寬度調變：llc諧振轉換器
PB10708-1244	情緒食物：飲食行為：飲食社交：情緒感測：社群網站：行動應用系統：服務模式
PB10708-1238	形式驗證：區塊鏈：共識演算法：拜占庭容錯
PE10708-0290	世界經濟大恐慌：昭和恐慌：軍國主義：社會心態：台灣民眾黨：台灣農民組合：溪湖地區
PB10708-1256	全釩液流電池：三氧化鎢：水熱法：石墨氈：複合電極
PF10708-0587	海洋教育：海洋教育種子教師：教具箱
PF10708-0588	本土諮商：生涯韌性：生涯轉銜服務：易經：德性：邊緣青少年
PB10708-1239	電阻式記憶體(rram)：高性能記憶元件：通用物理模型
PF10708-0605	智慧農耕：低功耗無線通信技術：水稻灌溉水：大數據：服務主導邏輯：系統思考：聯想力：數位學習歷程分析：數位內容與科技：學習成效：物聯網：跨領域
PF10708-0589	學習障礙：智能障礙：視覺焦點：特教科技：眼動儀
PF10708-0599	物聯網：新產品開發：採用：市場不確定性：市場導向：開放性創新
PF10707-0320	策略：現實建構主義：外交政策：中歐關係：中美關係：南海問題：中朝關係：中國與東南亞國家關係
PF10707-0321	銀行資本適足：影子銀行
PB10707-0302	上轉換奈米粒子：二氧化矽：核定位序列胜肽：細胞螢光顯影與追蹤：腫瘤標定
PB10707-0285	光纖感測器：馬赫-詹德干涉儀 (mzi)：無線感測器：瀝青鋪面：結構健康監測：水位：流量：溫度：濕度：加速度：噪音
PC10707-0194	腦性麻痺：兒童：青春期：行走：本體感覺：實證醫學
PF10707-0392	正義：世俗自由主義：世俗國家：宗教自由：宗教無神論：理性：普遍主義
PB10707-0382	韌帶與肌腱：組織工程：靜電紡絲：生長激素：纖維蛋白
PB10707-0712	環境監測：生物偵測：珊瑚：健康風險評估：脂質體學：營養鹽：磷脂質：熱緊迫
PB10707-0396	支撐開挖：三向度：解耦分析：地盤反應：角變量：建物損害潛勢
PC10707-0113	微波：超音波：超臨界：山葡萄：抗發炎：異位性皮膚炎
PB10708-1351	銅鋅錫硫太陽能電池：染料敏化太陽能電池：鈣鈦礦太陽能電池：雙接面太陽能電池：準光子晶體結構
PB10708-1488	不雅文字偵測：髒話同義改寫：社群網路服務：網路霸凌
PA10708-0854	液態活體檢測：外泌體：微流道：適體：電化學：電化學發光
PB10708-1453	住家節能：差額獎勵：邏輯回歸模式：約略集合：規則演進：動態資料
PF10708-0702	聯姻：上層階級：社會網絡：家族企業：親屬
PB10708-1460	混凝土破壞：顆粒模擬法：近場動力學
PF10708-0692	健康存摺平台：服務主導邏輯：服務生態系統：價值共創
PA10708-0848	氧化乙醇蒸氣轉氫：自熱乙醇蒸氣轉氫：氫氣製造：綠能
PB10708-1446	能量消耗：穿戴裝置：心率：運動員
PB10708-1606	資料庫：平衡：視覺化模型：使用者介面設計
PB10708-1618	智慧互動：視覺疲勞：眼動儀：複雜度：機器學習：人工智慧
PC10708-0883	急性胰臟炎：嚴重度預測：胰蛋白酶原-2：血管生成素-2：精準醫療
PB10708-1641	人工智慧：深度學習：機器學習：國語語音辨識：類神經網路：人聲模仿：語音轉文字：文字轉語音
PC10708-0886	超高解析度：纖毛：主纖毛：鞭毛
PB10708-1631	流量卸載：lte/lte-a：wi-fi：異質性無線網路
PC10708-0876	鴉片受體：變構調節劑：鏡相異構物：嗎啡：成癮性：戒斷：耐藥性：便秘：呼吸抑制
PA10708-1680	電子激發發光：表面電漿子：奈米電漿子結構：轉移輻射：表面電漿子增強smith-purcell輻射：yagi-uda奈米天線：阿基米德螺旋：電漿子渦流：軌道角動量光束：粒子式有限差分時域模型：meep程式：vorpal程式
PB10708-1570	接觸式掃描探頭：三角雷射探頭：智慧量測系統：複合式自動化五軸量測儀
PF10708-0793	集體認定：地區認定：策略平衡觀點：多地區經濟體
PB10708-1997	通訊複雜度：對數秩數猜想：差函數：加函數
PB10708-1998	原子力顯微鏡：長條狀生物長鏈：數位影像：影像分析：影像分析自動化：數位曲線：交叉分析：解析度分析
PB10708-1961	數位鑑識：網路犯罪：犯罪重建：數位證據：iso/iec 27043:2015：iso/iec 27037:2012：資安搶旗賽
PB10708-2113	壓電材料：靜電紡絲：複合奈米纖維：還原氧化石墨烯(rgo)：聚偏氟乙烯：鈮酸鈉鉀
PE10708-0473	唐代：詩緣政：詩學
PF10708-1022	a. m. kazamias：比較教育：方法論：歷史研究：教育危機
PA10708-1144	奈米銅觸媒：奈米碳管：奈米碳纖維：乙醇非氧化去氫
PA10708-1148	kernel smoothing 方法：相依設限：bandwidth selection：隨機臨床實驗：多重事件
PC10708-1097	血管型認知功能障礙：血管型失智：穿戴式裝置：生物訊號：生活型態：雲端運算系統：電子化健康管理：活動計：睡眠呼吸疾患：失能
PF10708-1024	工作時間：工時：勞動基準法：除外適用：責任制：第84條之1
PA10708-1149	光侷限：表面增強拉曼散射：金屬增強熒光：上轉換納米粒子：氫剝離石墨烯：二硫化鉬：金奈米棒：蟬翼
PF10708-1009	獨立董事：董事獨立性：董事選任制度：獨立性司法審查：社交連結：董事免責條款：控制股東：董事責任
PF10708-1015	以病人為中心：健康識能：跨文化照護：醫學教育：可信賴專業表現：擬真情境學習
PB10708-2121	串流：360度影片：shvc：tile：感興趣區域
PF10708-1025	憂鬱症：生產方式：醫療利用：產婦健康
PE10708-0466	日本昔話：相聲詞：語料庫：日語學習
PB10708-2105	物聯網：物聯網安全：無線安全：類神經網路
PB10708-1983	混和式多規則決策：混和式多屬性決策：混和式多目標決策：關聯性混合式動態多準則決策模式之開發與其應用：核心屬性：「若-則」規則：danp：inrm：iws：渴望水準-最差水平：可變空間：資源配置最佳化
PC10708-1077	老化：高度糖基化終產物（advanced glycation end products：ages）：脂肪細胞分化：脂肪流失：yap：bcl-2
PC10708-1070	體液遺留時間：唾液：rna標記：次世代定序技術：多重引子即時pcr複製系統
PB10708-1995	物聯網：具時效性之公鑰系統：屬性認證：群體會議金鑰分配：群體通訊
PA10708-1089	渦旋垂直結構：中尺度變化：南中國海北部海域：北太平洋亞熱帶海域
PC10708-1074	mcf-7：mda-mb-231：mcf-7/adr：乳癌 mirna聚合酶鏈鎖反應分析法：exosomal mirna：mirna agomir 轉染
PB10708-1968	表演建築：廳堂設計：設計創意：永續城市
PB10708-1954	數位鑑識：資訊安全：作業系統：鑑識工具分析
PB10708-1955	陪伴型機器人：銀髮族：雛型設計
PD10708-0182	硫磺菌：固態發酵：木質纖維素：免疫調節
PB10708-1969	千葉縣：日本：田野調查法：太平洋年代震盪：文獻回顧法：北太平洋環流震盪：比較分析法：臺灣：定置網漁業：氣候變遷風險管理：氣候變遷：海水表面溫度：深度訪談法：魚類物種組成：魚類群聚結構分析：富山灣：實地訪查
PC10708-1050	關鍵基礎設施防護：資訊分析：風險評估
PA10708-1083	太平洋黑鮪：氣候變遷：時間成長變異：耳石採樣策略：讀齡誤差：電腦模擬
PA10708-1091	weyl 半金屬：超導：ginzburg-landau 理論：高磁場
PF10708-1016	委外製造商：製造競爭優勢：即創力：即興力：模仿
PB10708-1019	內齒輪對：相對功理論：嚙合效率：正輪係值：單輪係迴路：傳動效率
PB10707-0216	社群多媒體：視覺關注模型：感興趣區域偵測：深度學習
PE10707-0025	轉型正義：跨太平洋書寫：後殖民：亞裔美籍：亞裔加籍
PF10708-0560	引文：研究品質：指標：影響力
PA10708-0728	鋰同位素：海洋沉積物：火山弧：北呂宋島弧：地球物質循環
PF10708-0557	同志家庭：家庭認同：多元家庭：共文化理論：性別平等教育
PC10708-0693	運動：腸道微生物相：認知功能：低程度發炎反應
PB10708-1145	高速主軸系統：智能化設計：二層級最佳化：基因演算法：動態特性
PA10708-0731	太陽電池：量子點：半導體：金屬硫化物：三元素：固態
PF10708-0561	教學實務：師資培育教師：師資職前培育：實務導向策略
PB10708-1157	i型樑：複合材料：漸進式破壞分析：脫層：三點抗彎：聚氨酯樹脂
PA10708-0726	主動式學習：二分類：boosting：變數選取：高維度不平衡資料：pauc：相似度
PE10708-0297	台語：語言管理：語言行銷：語言復振：家庭語言計畫：家庭語言政策：遊戲團體
PB10708-1252	奈米流體：混合分析法：熵增：布朗運動：混合對流分析
PB10708-1254	物聯網：數位鑑識：區塊鏈：證物鏈：數位證據：雲端運算
PF10708-0595	教師專業發展評鑑：政策變遷：論述制度論
PB10708-1231	都市更新：風環境：熱環境：cfd 模擬
PC10708-0718	心室：心臟節律器：脂肪代謝：lxr/rxr 訊息路徑
PF10708-0598	違章建築：房屋稅：違建估價
PF10708-0581	轉銜課程：模擬教學：臨床判斷：自我導向學習：評值：kirkpatrick 模式：能力本位教育：護理教育
PB10708-1246	實質選擇權：模糊隨機理論：效用無差異評價：市場基礎方法：隨機動態規劃
PB10708-1247	物聯網設備：行為側寫：虛擬機器內省：jtag：惡意程式
PF10708-0580	團體套裝旅遊：魅力領團：領隊人員
PE10708-0293	專業英文：一般英文：教學/學習信念：自我教學效能：專業英文知能拓展：課程規劃
PF10708-0600	偏鄉教育：農村教育：教育政策：比較研究
PD10708-0113	益生菌：結球白菜：非生物逆境：淹水：乾旱：耐逆境
PE10708-0286	布農語：台灣南島語言：詞類：動詞次範疇化：次類別化：方法偏誤
PE10708-0287	失智：高齡者：懷舊治療：數位化說故事：使用者經驗
PB10710-0211	美甲彩繪：智慧美甲列印：彩繪印表機：物聯網：萬物聯網：人工智慧：智慧推薦引擎：對話引擎：亞洲矽谷
PB10708-2545	雙向多階轉換器：傳統能量轉換控制：快速能量轉換控制：數位訊號處理器
PA10708-1343	生長激素：植物賀爾蒙：生長素轉運蛋白：定點突變：3d晶體結構
PB10708-2558	穩健化設計：信賴區間：基因演算法：田口方法：克里金模型：代理模型：深引伸冲壓
PF10708-1544	創客：自我製造：3d 列印：高中數學：幾何曲面：造型設計：美感教育
PC10708-1696	糖尿病：社會問題解決：自我管理：情緒適應：行動健康服務
PF10708-1548	口吃式言語不流暢：正常言語不流暢：中文口吃學前兒童：言語不流暢頻率：言語不流暢類型
PF10710-0262	考試情緒：控制－價值理論：認知－動機模式：潛在狀態－特質理論
PB10710-0083	遊樂園：多媒體資訊服務站：穿戴式裝置：行動裝置：適地性服務：車載服務
PC10708-1870	合成：拓樸異構酶iiβ結合蛋白1：三陰性乳癌：電腦輔助藥物設計：分子嵌合：生物活性評
PF10708-1763	虛擬實境：室內裝修：技職教育
PB10708-3566	洗錢防制：自動化查核：法令遵循
PB10708-3738	高亮度led：ccd影像感測元件：智慧辨識：國際信號通信：摩斯密碼：ascii碼：人機介面
PB10708-3646	正交實驗設計法：固相微萃取法：睡蓮：揮發性成分：氣相層析質譜儀
PF10708-1788	尾部指數迴歸：投資者情緒：風險值：極值理論
PF10708-1801	醫學教育：司法醫療：婦幼保護：犯罪防治
PB10708-3604	自行車電子懸吊控制系統：智慧型路面估測：騎乘狀態判定：自我組織映射圖：離散小波轉換：頻率加權後均方根加速度
PF10708-1781	消費者動機：個人價值觀：低碳飲食認知：低碳飲食行為：農夫市集
PF10708-1807	學習風格：虛擬實境：沉浸式學習：學習動機：學習成就
PB10708-3674	組織胺：虱目魚：鹽水漬：衛生品質
PB10708-3666	點滴照護物聯網：點滴定速/定時/定量輸注：點滴輸注流量排程/監測/安全識別
PB10708-3667	抑低契約容量：契約容量：整數規劃：計畫性減少用電措施
PE10708-0820	創意：企業社會責任：社會行銷：善因行銷：坎城國際創意節
PC10708-1899	全身麻醉：手術：腸音：腸音指數
PF10708-1815	幼兒幾何思考：微觀發生法：視觸覺介入：形狀辨識
PB10708-3710	定置網：gps：流速計：海流流向：無線監測：預警系統
PC10708-1893	輔助分子：抗菌天然藥物：多重抗藥革蘭氏陰性細菌：合併處置
PG10709-0033	儲能：太陽能/創能：充電椿：系統整合
PW10708-0017	研究資料庫：健保資料庫：癌症：資料品質：研究能力
PW10708-0016	代謝症候群：性別差異機轉：身體健康：心理健康：活動量：生活品質
PG10709-0011	大數據分析：燃煤：供應鏈：最佳化
PF10710-0346	加密貨幣：交易活動：比特幣：期貨：波動率指數：報酬預測：波動率預測
PB10710-0059	時序性疾病軌跡：外顯子組定序：轉錄體定序：醫療巨量資料
PA10708-1224	極端棲地：逆境：生態基因體：總體轉錄體：微生物
PC10708-1198	睪丸細胞：dna完整性：活性氧
PB10708-2305	統計建模迴歸：支持向量機：樣本權重近場衰減
PB10708-2559	軸對稱非球面：非軸對稱非球面：快速刀具伺服：補正加工：超精密量測
PC10708-1312	a群鏈球菌：nad+恆定性：氧化壓力：自噬作用
PB10708-2550	金屬有機骨架：氫能：儲氫：金屬氫化物：奈米限制效應
PC10708-1683	胰臟癌：微脂體藥物：標靶微脂體：雙辨識抗體
PB10708-3052	智慧製造：刀具壽命：刀具損壞等級：分群技術：深度學習
PA10708-1627	綠竹纖維素合成酶：蛋白質複合體：排列方式：結構分析
PC10710-0023	口腔黏膜下纖維化症：長鏈非編碼核醣核酸：neat1
PC10708-1869	護生：說故事：關懷
PB10708-3563	語音清晰度：語音增強：接觸式麥克風：兩階段卷積長短記憶神經網路
PB10708-3572	合作-競合策略：競爭-競合策略：價值共創：b2b行銷：商業智慧：台灣：印尼
PF10708-1777	大量客製化：女裝產業：線上共同設計：商業模式：感受價值
PF10708-1760	供應鏈金融：互聯網金融：個案研究：區塊鏈：金融科技
PB10708-3560	長期照護服務模式：資料探勘：決策樹
PF10708-1782	觀光業：善因行銷：推薦意願
PC10708-1874	六氯矽乙烷：水解沉積物：撞擊敏感性：爆炸
PB10708-3605	標準工時：生產排程：批次需求計畫系統：企業資源規劃
PB10708-3623	去甲氧基薑黃素：子宮頸癌：腫瘤生長：轉移：侵入：血管新生
PF10708-1795	擴增實境：地方感：學習成效：科技接受模式：神馳經驗程度：活動涉入：跨國
PF10708-1811	老年人：健康促進：在地老化：社區照顧關懷據點
PB10708-3684	複材修補：回收碳纖維：超音波非破壞檢測：修補機制
PA10708-1746	線上微透析取樣：線上前濃縮：火焰原子吸收光譜：複雜基質樣品：金屬元素分析
PB10708-3679	電透析/倒極式電透析：離子交換樹脂：導電度：金屬回收：水循環再用：循環經濟
PB10708-3689	氧化鋯陶瓷：膠鑄成形法：陶瓷韌化：手機陶瓷背板
PB10708-3730	格狀結構設計：數值最佳化：發泡材料行為：積層製造：有限元素分析：鞋底
PA10708-1751	碳奈米點：生物成像：金屬離子感測劑：抗氧化：清除自由基：亞甲基藍吸附劑
PF10708-1820	高齡者：金融保護：金融剝削：高齡者受虐：高齡者經濟安全保障
PB10708-3725	人機協同：擴增實境：人因工程：五軸點膠機：路徑規劃
PE10708-0818	明清：全真道教：嶗山：宗教身份
PB10708-3728	桌球：材料：動力學
PG10708-0045	微電網：儲能系統：虛擬同步發電機
PB10710-0120	人際關係品質：知覺服務品質：知覺價值：資訊科技/資訊系統外包：社會資本
PB10710-0122	動態pvt品質控制：射出成型品質控制：射出成型穩定性：紅外線溫度感測器
PB10710-0098	微生物分離：非致死型微生物細胞螢光染色：流式細胞儀：單細胞分選：尚未培養微生物：含氯化合物農藥：滴滴涕：安殺番：林旦：生物降解：次世代基因定序
PB10710-0125	牙科贋復：贋復物：光澤度：牙冠：比色：光斑
PB10710-0197	物聯網：消費者主權：永續服務
PF10708-1089	手語：雙語：聽障教育：聾文化
PF10708-1099	信託：繼承法：生前可撤銷信託：遺囑代用信託：特留分
PF10708-1105	數位行銷：目的地行銷：觀光傳播：媒體公共關係：層級分析法
PE10708-0569	爭奇文學：鄧志謨：明雜劇：單折劇：版畫
PB10708-2566	銑削：穩定性：刀具模態振型：製程阻尼：多目標最佳化
PF10708-1550	國際化程度：社會責任績效：管理者所有權：內容分析法
PF10708-1564	長期照護：專業倫理：倫理課程：團隊導向學習
PC10708-1710	急性中風：機器學習：自然語言處理：後果預測：文字探勘
PB10708-3094	空間型構法則：夜間照明：安全認知：犯罪預防：危險地圖
PC10710-0018	千伏特電腦斷層：百萬伏特電腦斷層：非均向解析演算法：acuros xb 劑量演算法：金屬植入物
PA10710-0026	泥灌入體：反射震測：鬼波消除：速度建模：深度偏移
PC10708-1861	癌症：身體活動：生活品質
PB10708-3585	機械視覺技術：智能雕刻機：葫蘆工藝品：葫蘆小夜燈
PC10708-1859	阿滋海默症：誘導性多功能幹細胞：誘導性神經元細胞/星形膠質細胞/小膠質細胞：共培養：候選藥物
PE10708-0799	擴增實境：電子書：多媒體學習媒材
PB10708-3568	感測器：智慧機器手臂：資源分類：資源回收桶：自動分類系統
PB10708-3634	文本分析：網路輿情分析：網路爬蟲程式：巨量資料：校務研究
PE10708-0807	銀髮族：預防照顧：桌上遊戲：桌遊設計：技能訓練輔具：休閒輔具
PB10708-3598	虛擬實境：asp.net：react：krpano：前後端分離
PB10708-3619	銀髮族：心智健康照護：懷舊療法：行動應用程式
PB10708-3632	場型分集：槽孔天線：倒f形天線：多輸入輸出
PB10708-3608	新興污染物：多軸飛行器：環境檢測感測器：生物晶片
PE10708-0811	原始空間前置詞：“из”：“от”：“с”：空間概念：語義脈絡：俄語
PB10708-3648	智慧藥盒：主動式：嵌入式系統：藥錠辨識：卷積神經網路
PB10708-3654	行動輔具：模組化：轉換機構：創新設計
PB10708-3655	平置：太陽能"葉板"：免電力自清潔：太陽能板感測器：穿透式繞射層
PB10708-3698	慢性腎臟病：自我管理：健康管理平台：穿戴式裝置：成本分析
PF10708-1827	社會資本：性別角色：健康行為：健康促進：健康資源可近性
PC10708-1891	b型肝炎病毒：spps1變異株：rna 剪接：急性發作：發炎反應
PB10708-3703	萃思(智)系統性創新方法：功能分析：食品擠製技藝：知識庫：創新擠花機：使用者導向設計
PB10708-3696	皮膚：醫學美容：光學同調斷層攝影術：非侵入式：黑斑：黑色素：微光學：微小化：手機：行動醫療：醫學美容雷射：雙模式：醫學美容雷射：醫療器材
PB10708-3699	htst鮮乳：電漿：熱處理：膜過濾
PB10710-0094	奈米塑膠微粒：海鮮：飛行時間二次離子質譜儀：人類腸上皮細胞模式：苯並[a]芘
PB10710-0129	電腦自動亂針繡之降色：選色與佈線研究
PB10710-0114	邊坡滑動：預警系統：地中傾度管：自走式測傾儀：雲端平台：即時監測資訊整合
PB10710-0198	雷射積層製造技術：客製化植體：髖關節：雲端整合平台：穿戴式裝置
PB10710-0086	微波：電磁特性：介電：導磁：燒結：退火：非熱效應：碳纖維：生質柴油：鐵氧體：微波電漿
PB10710-0068	碳纖維：遠紅外線：智慧眼罩：睡眠品質
PB10708-2297	液態火箭：火箭推進：計算流體力學：過氧化氫：雙氧水：乙醇：酒精：蒸氣重組
PB10708-2298	人因：幼兒發展：育兒：設計模式：學習餐具
PE10708-0510	客家話：非趨向「來/去」：歷時及共時語法：方言差：構式演變
PB10708-2289	繞射光學元件：遞迴最佳化演算法：空間光調制器：傅氏光學：光信號處裡
PF10708-1257	幼兒教育：班級經營：關懷：兒童觀點：教師觀點：文化研究：華人文化
PA10708-1398	多重zeta值：t-動機：週期與對數
PC10708-1354	卵巢癌：微流體系統：高親合試劑：分子診斷
PB10708-3138	系統動態學：預測方法：供應鏈：模糊運算：武器裝備採購
PC10708-1735	口腔機能：口腔衛生：營養：身體功能：精神障礙：老化
PC10708-1754	大腸直腸癌病患衍生的腸道類器官：藥物篩檢：基因體學：精準醫療
PB10708-3571	生物活性玻璃：生物支架：鋰離子：孔洞性：青黴素/鏈黴素
PE10708-0797	合唱教育：合唱劇場：美感素養：跨界能力
PF10708-1764	以家庭為中心：師資培育：早期療育：職能治療
PB10708-3579	電子商務：行動商務：對話式介面：人機互動：消費者行為
PF10708-1773	金融海嘯：多頭與空頭市場：財務危機：重生：下市：反應策略
PG10709-0065	通訊傳播：政策法制：數位匯流
PF10708-1774	企業社會責任：企業垃會責任條款：自由貿易協定：國際投資協定
PB10708-3637	ethercat：工業4.0：物聯網：ieee 1588：攝錄影機：精確時間同步協定
PE10708-0808	台南歷史與文化     2：銀髮族    3：休閒遊憩產業   4：電子書
PB10708-3615	建築資訊模型：能源管理：營運維護：物聯網：大數據：協作平台：雲端服務
PC10708-1878	三陰性乳癌：腫瘤巨噬細胞：14-3-3zeta基因：toll樣受體2：腫瘤淋巴球浸潤
PB10708-3660	濺鍍：電阻式記憶體：退火：傳導機制
PB10708-3662	(總計畫) 智慧農業：智慧畜牧場：智慧新農業資訊服務平台：物聯網：影像辨識：虛實整合：深度學習：知識計算：物聯網資訊安全：憑證請求流量預測：預簽章：微服務：細緻資源配置：(子計畫一) 知識圖譜：知識抽取：知識融合：自然語言處理：循環神經網路：雙向長短期記憶神經網路：知識主題：知識計算：知識學習：智慧知識問答：豬隻飼養管理
PB10708-3663	前庭系統：前庭定向敏銳度：陀螺儀：重力感測器：空間能力
PB10708-3668	強固影像特徵：人臉辨識：建築物辨識：卷積神經網路：區域卷積神經網路：擴增實境：ar智慧眼鏡
PF10708-1828	偏鄉：兒童：清晰度：音韻歷程：音韻覺識：平均語句長度
PF10708-1819	仿生機器人：微控制器：伺服馬達：搜救機器人
PA10708-1749	長蠹科：粉蠹亞科：扁粉蠹族：歐亞地區：蟲相：修訂
PB10708-3713	多元廢棄物：有機污泥：資源化：蚯蚓：廢食用油：高熱值：脫氧改質：固態衍生性燃料：示範工廠：循環經濟
PB10708-3711	粒子群體演算法：電子書採購規劃：整數規劃：電子書聯盟
PB10708-3706	鈣鈦礦：量子點：光激螢光：時間解析光激螢光：微波輔助合成技術
PF10710-0326	特定政策導向：學術重點資源集中：跨領域前瞻型研發計畫：跨司整合
PB10710-0144	局部放電：渾沌：可拓理論：樣本辨識
PG10710-0039	準政府組織：第三方評估：財團法人
PB10710-0212	新健康產品研發：創新：市場導向方法：核心競爭力
PA10708-1222	向量叢：飯高維度：飯高映射
PC10708-1266	非酒精性脂肪肝：肝纖維化：荷爾蒙：更年期
PA10708-1266	廣義凸性：二階對偶規劃問題
PC10708-1268	腎絲球腎炎：新月形腎絲球腎炎：wky大鼠腎絲球腎炎模型：鐵螯合劑：deferiprone
PA10708-1389	二維材料：化學氣相沈積：電子元件
PA10708-1403	微流體系統：濃度梯度產生裝置：數位相機檢測系統
PE10708-0585	新一代設計展：虛擬實境：服務設計
PB10708-3121	綠色運輸：電能消耗：溫室氣體排放：旅遊行程規劃：組合最佳化
PF10708-1593	網路互動式學習平台：實習壓力源：品味能力：實習成效：獨立學習
PF10708-1604	腦中風：上肢：icf：活躍老化：智慧穿戴科技
